dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2024-06-10,135.2252703929583,114.01943046594762,0.0,,,0.0,133.42691103941436,169.99877710202787,96.85504497680084
2024-06-11,145.22051129643305,116.52760286329764,0.0,,,0.0,133.64497924059327,173.2795301026753,94.01042837851124
2024-06-12,151.91542335892112,119.2167999366282,0.0,,,0.0,135.8161552580741,195.9036402655468,75.72867025060147
2024-06-13,151.64986335647563,121.75446847761918,0.0,,,0.0,138.73703124555536,208.0081259047685,69.46593658634224
2024-06-14,154.1921307604853,124.19263962458322,0.0,,,0.0,142.07979397414715,216.11491803000263,68.04466991829165
2024-06-15,155.5691475383696,126.6464260435494,0.0,,,0.0,145.77602377731844,216.5708412042191,74.98120635041776
2024-06-16,156.295756655893,129.09927717920846,0.0,,,0.0,150.00972905136229,198.48927193408423,101.53018616864033
2024-06-17,162.3184531039136,131.65229621109498,0.0,,,0.0,153.8801837243559,187.74309586384877,120.01727158486304
2024-06-18,167.76264679176217,134.31343444055193,0.0,,,0.0,157.1004887951172,195.3454744231716,118.85550316706284
2024-06-19,173.0798289717801,137.1980365906257,0.0,,,0.0,160.12397531123992,211.2505605978729,108.99739002460694
2024-06-20,174.62442127078907,139.9739207817402,0.0,,,0.0,163.40605501328469,218.6804969276194,108.13161309894996
2024-06-21,179.44568460383883,142.74795833141414,0.0,,,0.0,167.0137055623352,227.21449598972663,106.81291513494376
2024-06-22,183.00044022013608,145.50018897227696,0.0,,,0.0,170.93246165973042,232.11941930982707,109.74550400963378
2024-06-23,185.4797931043503,148.14744945230655,0.0,,,0.0,175.10160972379575,228.710170929838,121.4930485177535
2024-06-24,192.1698086630076,150.93921644869218,0.0,,,0.0,179.3660890893806,233.0147112421137,125.71746693664754
2024-06-25,196.34682347415185,153.77890405282895,0.0,,,0.0,183.44954290115052,239.458986497036,127.44009930526508
2024-06-26,201.25298504613423,156.4676643613105,0.0,,,0.0,187.47427948320117,249.19422881370969,125.7543301526926
2024-06-27,207.6764969516538,158.84235262043512,0.0,,,0.0,192.19600458046756,258.6639485872733,125.72806057366174
2024-06-28,217.588463201727,161.27132949420366,0.0,,,0.0,197.6449729515944,277.2600474576583,118.0298984455305
2024-06-29,220.8821753753754,163.75361970414605,0.0,,,0.0,203.05664940234288,287.8037490173828,118.30954978730304
2024-06-30,226.5287681687402,166.36875252021008,0.0,,,0.0,208.92078869725572,293.72063488679515,124.12094250771632
2024-07-01,231.23437793427232,168.92204766422037,0.0,,,0.0,214.50144145029356,299.27219035069135,129.7306925498957
2024-07-02,217.05285832427248,171.2203289804043,0.0,,,0.0,217.45944642888225,284.5100020519001,150.4088908058644
2024-07-03,193.5598116065522,172.6278349018312,0.0,,,0.0,216.36042165179904,297.57861031921755,135.14223298438054
